EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
2989,35,Female,Marketing,Engineer,High School,Divorced,143752,0,5,3,4,No,3,No
2990,34,Male,HR,Manager,Master,Married,84120,15,5,1,3,No,2,No
2991,29,Female,HR,Executive,Bachelor,Married,76397,11,3,1,1,Yes,2,No
2992,23,Male,IT,Specialist,Bachelor,Married,136212,13,10,3,2,No,1,No
2993,43,Male,Operations,Analyst,Master,Divorced,69455,17,0,1,1,Yes,1,No
2994,44,Female,HR,Engineer,Bachelor,Single,66078,2,11,2,2,No,4,No
2995,25,Female,Operations,Specialist,PhD,Single,46088,7,8,2,3,No,3,No
2996,36,Male,Marketing,Clerk,PhD,Married,17013,17,9,3,2,Yes,1,No
2997,59,Female,Marketing,Specialist,Master,Married,98640,15,6,4,3,Yes,1,Yes
2998,18,Female,HR,Clerk,Bachelor,Divorced,108979,14,11,1,3,Yes,1,No
2999,46,Male,Marketing,Engineer,PhD,Married,130184,1,9,3,2,No,1,No
3000,52,Female,Operations,Manager,Master,Married,144045,15,13,3,3,No,1,No
3001,57,Male,Marketing,Clerk,PhD,Married,18219,9,6,1,1,Yes,1,No
3002,31,Male,Sales,Specialist,Master,Married,148782,10,10,4,2,Yes,4,No
3003,52,Female,Operations,Specialist,High School,Single,61994,18,6,1,2,No,1,Yes
3004,37,Male,Finance,Clerk,High School,Divorced,126181,18,6,1,2,Yes,4,No
3005,30,Female,Marketing,Executive,Master,Single,43288,9,7,3,3,Yes,3,No
3006,55,Male,Marketing,Executive,High School,Married,45714,16,10,4,1,Yes,3,No
3007,25,Female,Operations,Executive,High School,Divorced,18602,0,7,3,2,Yes,4,Yes
3008,37,Female,IT,Clerk,Bachelor,Divorced,103024,6,2,4,3,Yes,1,No
3009,50,Female,Finance,Clerk,High School,Single,19096,15,7,4,4,No,2,Yes
3010,43,Female,Finance,Specialist,Bachelor,Single,115638,10,3,3,4,No,2,No
3011,56,Female,Finance,Engineer,High School,Married,86652,17,6,4,4,Yes,1,No
3012,38,Male,HR,Engineer,High School,Single,44610,0,4,1,1,Yes,1,No
3013,59,Male,Sales,Manager,PhD,Married,81815,1,11,3,3,Yes,1,Yes
3014,58,Female,Sales,Clerk,Master,Married,118253,1,3,3,3,No,3,No
3015,26,Male,IT,Engineer,High School,Married,80585,5,12,1,4,No,1,Yes
3016,41,Female,Finance,Engineer,Master,Divorced,53419,7,3,4,1,No,3,No
3017,54,Female,Finance,Executive,Master,Divorced,144213,19,5,4,3,No,4,Yes
3018,58,Male,Marketing,Executive,PhD,Single,57734,13,1,4,4,No,2,No
3019,34,Male,Operations,Executive,Master,Single,136898,19,12,1,1,Yes,3,No
3020,41,Female,HR,Analyst,Master,Divorced,133276,7,4,3,4,No,3,Yes
3021,38,Female,HR,Engineer,High School,Single,36754,16,14,2,2,Yes,2,No
3022,56,Female,IT,Executive,PhD,Married,19223,4,7,3,2,Yes,3,No
3023,58,Female,Sales,Executive,Master,Married,64339,2,1,2,1,Yes,3,No
3024,56,Female,Finance,Clerk,High School,Divorced,126169,17,4,3,3,No,1,No
3025,30,Female,Operations,Specialist,PhD,Single,109151,9,6,2,4,Yes,2,No
3026,28,Male,IT,Executive,High School,Single,36241,3,4,1,2,Yes,3,No
3027,36,Female,HR,Clerk,PhD,Divorced,48434,9,9,4,4,No,4,No
3028,28,Female,HR,Manager,PhD,Married,56892,17,8,1,1,Yes,1,Yes
3029,30,Male,HR,Executive,Bachelor,Married,45798,12,8,4,1,No,2,No
3030,18,Female,Finance,Specialist,Bachelor,Single,129141,16,7,3,3,No,4,No
3031,57,Female,Finance,Clerk,Bachelor,Divorced,117156,13,13,1,3,Yes,2,No
3032,36,Male,Finance,Specialist,Master,Divorced,28533,18,8,3,4,Yes,2,No
3033,29,Female,Marketing,Executive,High School,Married,123672,17,1,4,2,Yes,2,No
3034,25,Male,Sales,Manager,PhD,Married,126354,7,2,3,2,Yes,3,No
3035,25,Female,HR,Executive,High School,Single,112509,17,3,1,2,Yes,2,No
3036,29,Male,HR,Clerk,Master,Divorced,64944,15,14,2,3,No,2,Yes
3037,50,Male,Marketing,Manager,Bachelor,Single,73594,10,4,4,2,No,2,No
3038,43,Male,HR,Manager,Bachelor,Single,147422,16,14,3,1,Yes,3,No
3039,56,Female,HR,Manager,High School,Divorced,107942,17,9,2,1,No,1,No
3040,45,Female,Finance,Analyst,High School,Divorced,62318,18,11,2,2,Yes,3,No
3041,22,Male,Finance,Clerk,PhD,Married,99195,17,1,1,3,Yes,3,No
3042,25,Male,Sales,Analyst,High School,Divorced,103170,13,12,3,2,Yes,3,No
3043,42,Female,HR,Specialist,PhD,Single,90805,16,10,1,1,No,2,Yes
3044,44,Female,IT,Manager,PhD,Single,73465,7,9,3,2,Yes,1,No
3045,40,Female,HR,Analyst,Bachelor,Divorced,15608,14,3,2,4,Yes,4,No
3046,47,Female,HR,Executive,High School,Single,130471,16,13,3,1,No,2,No
3047,40,Female,Sales,Analyst,Bachelor,Divorced,146239,10,3,4,4,Yes,4,No
3048,37,Male,IT,Engineer,PhD,Married,134467,5,4,2,3,No,4,No
3049,35,Female,HR,Specialist,Bachelor,Married,145885,18,14,4,4,Yes,1,No
3050,35,Male,Operations,Manager,Bachelor,Divorced,149328,15,5,1,1,Yes,1,No
3051,19,Female,Operations,Manager,PhD,Single,148551,11,0,4,2,No,3,No
3052,21,Male,IT,Specialist,Master,Divorced,104511,14,12,1,3,Yes,4,No
3053,47,Male,Operations,Specialist,Master,Divorced,56939,10,13,1,3,No,3,Yes
3054,50,Female,Finance,Clerk,High School,Married,116120,6,5,4,4,Yes,4,No
3055,53,Male,Finance,Executive,Bachelor,Divorced,23982,9,12,3,3,No,3,No
3056,35,Male,IT,Specialist,High School,Married,126333,18,14,4,4,No,1,No
3057,54,Male,HR,Specialist,Bachelor,Married,65626,4,8,3,2,No,4,No
3058,36,Male,IT,Clerk,High School,Divorced,72277,16,2,1,1,Yes,4,No
3059,45,Female,Operations,Specialist,High School,Divorced,117305,18,1,4,2,Yes,1,No
3060,57,Male,IT,Analyst,PhD,Divorced,91176,3,11,4,1,No,4,No
3061,37,Female,Operations,Engineer,Master,Divorced,125170,0,7,3,4,No,3,No
3062,50,Male,Finance,Engineer,Master,Married,141260,13,1,4,3,No,3,No
3063,29,Female,IT,Engineer,Master,Divorced,40702,16,7,4,1,No,4,No
3064,32,Female,Marketing,Specialist,PhD,Married,76541,13,9,3,4,Yes,4,No
3065,58,Female,Operations,Engineer,Master,Married,119330,5,3,3,3,Yes,3,No
3066,56,Male,Marketing,Executive,PhD,Single,26353,4,8,2,3,No,1,No
3067,19,Female,Finance,Analyst,Bachelor,Married,120610,2,3,3,4,No,1,No
3068,46,Female,HR,Engineer,PhD,Single,77766,14,14,1,3,No,3,No
3069,58,Male,Operations,Manager,High School,Divorced,122247,6,0,1,4,Yes,1,No
3070,27,Female,HR,Specialist,High School,Single,61596,10,7,3,3,Yes,1,No
3071,19,Male,Finance,Analyst,Bachelor,Divorced,122354,9,0,2,2,Yes,4,No
3072,28,Male,HR,Executive,Bachelor,Married,133548,13,4,2,1,No,2,No
3073,30,Female,Operations,Engineer,High School,Single,85264,2,6,4,4,No,3,No
3074,27,Male,Sales,Executive,Master,Divorced,79756,13,2,2,4,Yes,2,Yes
3075,31,Male,Operations,Specialist,Master,Divorced,77553,16,5,1,2,No,3,No
3076,35,Male,Operations,Engineer,Master,Single,39029,3,12,1,3,Yes,1,No
3077,26,Female,Marketing,Manager,Bachelor,Single,33384,5,10,3,1,Yes,1,No
3078,56,Male,Sales,Analyst,High School,Divorced,102926,19,0,3,1,Yes,4,No
3079,45,Male,Sales,Manager,PhD,Divorced,78182,4,5,4,4,No,4,No
3080,20,Male,Sales,Engineer,Bachelor,Married,17015,9,13,3,1,Yes,1,No
3081,37,Female,Operations,Clerk,High School,Divorced,97082,6,4,2,2,No,4,No
3082,23,Male,Finance,Analyst,Master,Single,68901,14,1,4,1,No,4,No
3083,44,Female,Sales,Executive,Master,Divorced,146102,17,3,3,1,Yes,3,No
3084,19,Male,IT,Engineer,Master,Divorced,133307,0,11,3,1,No,4,No
3085,46,Female,HR,Manager,High School,Single,101985,3,11,3,4,No,1,No
3086,55,Female,Finance,Specialist,Master,Married,32231,10,10,3,1,No,1,No
3087,20,Female,IT,Clerk,High School,Divorced,64943,9,11,3,3,No,1,No
3088,33,Male,Operations,Specialist,Bachelor,Single,130196,12,10,1,1,No,4,No
3089,47,Male,Operations,Engineer,PhD,Single,136767,18,10,4,3,No,4,No
3090,57,Male,IT,Executive,Master,Single,109952,9,6,1,1,Yes,2,Yes
3091,19,Female,Marketing,Manager,Bachelor,Single,29294,17,5,4,4,Yes,1,No
3092,34,Male,Marketing,Analyst,Bachelor,Married,77996,8,10,2,1,No,4,No
3093,58,Male,IT,Clerk,High School,Single,137463,8,9,2,4,No,2,No
3094,29,Female,Marketing,Engineer,Bachelor,Divorced,116374,19,5,2,2,No,1,Yes
3095,52,Male,HR,Engineer,High School,Married,97994,11,8,4,2,Yes,1,No
3096,18,Male,HR,Engineer,High School,Single,130156,13,1,1,2,Yes,1,No
3097,32,Female,Operations,Engineer,Bachelor,Divorced,97655,1,0,1,1,Yes,3,Yes
3098,43,Female,Marketing,Manager,High School,Married,23133,9,1,3,3,Yes,1,No
3099,54,Male,Sales,Analyst,High School,Divorced,96573,17,2,4,2,Yes,1,Yes
3100,38,Female,IT,Executive,High School,Married,58816,5,8,2,2,Yes,2,No
3101,48,Male,HR,Clerk,Bachelor,Single,35861,1,13,4,1,Yes,1,Yes
3102,42,Male,Marketing,Engineer,PhD,Divorced,89639,16,11,3,4,Yes,3,No
3103,40,Male,Marketing,Specialist,High School,Single,92034,17,9,1,4,No,4,No
3104,41,Male,HR,Engineer,Master,Married,134743,17,8,3,2,No,1,Yes
3105,55,Male,HR,Analyst,Bachelor,Single,22658,13,11,3,1,No,4,No
3106,45,Female,Sales,Analyst,Bachelor,Single,144622,10,4,3,3,Yes,3,No
3107,38,Female,Marketing,Manager,High School,Divorced,95801,18,6,3,4,Yes,2,Yes
3108,35,Male,Marketing,Manager,Bachelor,Single,62467,15,2,1,1,Yes,2,Yes
3109,53,Female,Finance,Specialist,Master,Single,113041,7,9,1,3,No,4,Yes
3110,52,Female,Operations,Specialist,PhD,Single,124109,17,1,1,3,No,4,No
3111,26,Male,Sales,Manager,Bachelor,Married,72848,2,5,1,1,Yes,4,Yes
3112,55,Female,HR,Clerk,Bachelor,Divorced,86664,3,5,2,1,No,3,No
3113,47,Female,HR,Specialist,Bachelor,Divorced,41841,4,4,4,3,No,4,Yes
3114,51,Male,IT,Manager,High School,Single,53746,3,0,2,4,Yes,4,No
3115,49,Male,Operations,Engineer,Master,Divorced,100980,6,9,3,2,No,4,No
3116,20,Male,HR,Manager,PhD,Married,34180,19,1,3,1,No,3,No
3117,20,Male,Marketing,Clerk,Master,Married,20444,5,6,3,1,Yes,3,Yes
3118,45,Male,HR,Manager,Master,Single,118235,16,9,3,1,No,3,No
3119,32,Male,Marketing,Manager,Bachelor,Single,84344,13,14,2,3,Yes,3,No
3120,58,Male,Marketing,Engineer,PhD,Married,89216,4,14,1,2,Yes,3,No
3121,40,Female,Sales,Specialist,Master,Married,61487,14,1,3,4,No,1,Yes
3122,57,Male,HR,Engineer,PhD,Married,40826,9,4,2,1,Yes,4,No
3123,28,Female,Sales,Engineer,High School,Single,86654,1,14,2,1,Yes,3,No
3124,49,Female,Operations,Manager,Bachelor,Married,119017,11,10,3,4,No,1,No
3125,53,Male,Marketing,Engineer,High School,Single,109072,10,9,3,2,Yes,4,No
3126,50,Female,Operations,Analyst,PhD,Married,29707,6,12,2,3,No,2,Yes
3127,41,Female,HR,Executive,Bachelor,Married,135919,6,3,4,4,No,3,No
3128,56,Female,Operations,Executive,High School,Divorced,27596,18,14,2,1,No,2,No
3129,51,Male,Operations,Engineer,Bachelor,Married,134980,6,9,4,1,Yes,1,No
3130,45,Female,HR,Specialist,High School,Single,106679,13,0,3,3,Yes,3,Yes
3131,54,Female,Sales,Clerk,Master,Married,18817,11,4,1,1,Yes,4,No
3132,24,Male,Sales,Engineer,Bachelor,Divorced,41849,9,0,1,3,Yes,1,No
3133,21,Female,Marketing,Specialist,PhD,Married,87018,4,2,4,4,No,4,No
3134,54,Female,Marketing,Engineer,Bachelor,Married,70353,6,11,3,4,Yes,3,Yes
3135,18,Female,HR,Manager,PhD,Married,116627,5,8,3,4,Yes,3,No
3136,18,Female,HR,Specialist,High School,Single,66755,19,6,4,4,No,3,No
3137,37,Female,Finance,Clerk,High School,Married,26691,1,1,1,2,No,4,No
3138,36,Male,Finance,Engineer,PhD,Married,16565,12,4,2,2,No,3,No
3139,46,Female,IT,Analyst,High School,Married,56878,15,14,4,3,Yes,4,Yes
3140,27,Male,Marketing,Specialist,Bachelor,Divorced,96386,7,3,3,4,Yes,1,No
3141,35,Female,Operations,Executive,High School,Single,79556,12,12,3,3,Yes,1,No
3142,45,Male,IT,Specialist,PhD,Single,98574,13,6,1,3,Yes,4,No
3143,52,Male,IT,Analyst,PhD,Divorced,133146,4,13,4,2,Yes,4,No
3144,48,Male,Sales,Analyst,Master,Single,80777,2,14,4,2,Yes,4,No
3145,44,Female,Operations,Analyst,PhD,Divorced,63475,13,3,4,1,Yes,2,No
3146,28,Female,Sales,Clerk,High School,Married,40363,12,13,3,4,No,3,No
3147,55,Female,Finance,Clerk,PhD,Single,131320,16,8,2,3,No,4,No
3148,22,Female,IT,Specialist,High School,Married,67225,8,2,4,3,Yes,2,Yes
3149,25,Female,Finance,Clerk,High School,Married,126001,6,5,2,1,Yes,2,Yes
3150,51,Male,Operations,Executive,Master,Single,128409,17,4,3,1,No,2,No
3151,29,Male,Operations,Manager,High School,Married,77402,10,9,2,2,Yes,4,No
3152,55,Male,Marketing,Specialist,PhD,Married,115905,15,7,2,1,Yes,1,Yes
3153,18,Female,HR,Engineer,PhD,Divorced,74604,17,12,2,1,Yes,2,No
3154,48,Female,Sales,Engineer,PhD,Single,110643,6,13,3,3,Yes,3,No
3155,21,Male,Marketing,Specialist,High School,Married,71834,3,10,3,1,Yes,4,Yes
3156,22,Female,Marketing,Manager,PhD,Divorced,64679,18,13,3,4,Yes,3,No
3157,47,Female,Sales,Engineer,Bachelor,Single,49179,10,0,2,3,No,3,Yes
3158,41,Male,Sales,Specialist,Bachelor,Married,35581,12,9,1,3,No,2,No
3159,20,Male,Operations,Specialist,PhD,Married,97309,5,1,1,3,Yes,2,No
3160,28,Female,Operations,Analyst,High School,Married,89953,12,6,1,1,No,2,No
3161,21,Female,IT,Executive,PhD,Married,84328,1,0,2,1,Yes,4,No
3162,43,Male,Finance,Engineer,Bachelor,Married,122873,13,4,1,3,No,3,No
3163,44,Female,Operations,Executive,High School,Single,135400,12,7,3,2,No,1,Yes
3164,44,Male,Marketing,Specialist,PhD,Single,110987,4,9,2,4,No,2,No
3165,59,Male,IT,Manager,High School,Divorced,15234,2,4,4,2,No,1,No
3166,23,Male,IT,Specialist,PhD,Divorced,95853,3,4,1,3,Yes,2,No
3167,32,Female,Marketing,Engineer,Master,Divorced,18138,13,8,2,4,No,4,No
3168,47,Male,Operations,Executive,High School,Single,97728,17,10,4,2,Yes,4,No
3169,59,Male,Marketing,Analyst,Bachelor,Single,20159,10,14,2,4,No,1,No
3170,54,Female,HR,Analyst,Bachelor,Single,131006,18,10,4,4,No,3,Yes
3171,54,Male,Operations,Specialist,Bachelor,Married,118988,1,4,3,4,Yes,3,No
3172,59,Female,Finance,Manager,Bachelor,Single,134591,1,14,2,4,No,2,No
3173,54,Female,Marketing,Clerk,PhD,Single,139467,2,0,3,1,Yes,2,No
3174,52,Female,Operations,Engineer,PhD,Married,15066,15,2,3,3,Yes,3,No
3175,40,Male,Sales,Specialist,High School,Divorced,72684,0,13,4,4,Yes,1,No
3176,23,Male,HR,Analyst,Master,Divorced,23187,9,4,1,1,No,1,No
3177,21,Female,Finance,Analyst,Master,Divorced,61131,5,7,4,2,Yes,3,No
3178,35,Female,Operations,Manager,High School,Married,130643,16,9,1,2,No,2,No
3179,26,Female,Sales,Analyst,Bachelor,Married,69785,18,1,4,1,No,2,Yes
3180,46,Male,Operations,Engineer,Master,Married,128841,11,13,2,2,No,4,No
3181,30,Female,Sales,Manager,Master,Single,137961,19,3,1,2,Yes,2,No
3182,34,Female,Finance,Executive,High School,Divorced,98107,15,11,2,1,Yes,3,No
3183,49,Female,HR,Manager,Bachelor,Married,15002,1,3,4,1,Yes,2,Yes
3184,39,Male,Sales,Engineer,PhD,Married,42765,14,2,3,1,Yes,2,No
3185,21,Female,IT,Engineer,PhD,Divorced,146835,18,14,4,1,Yes,1,No
3186,22,Male,Finance,Executive,Master,Divorced,25921,0,5,2,2,No,4,No
3187,54,Male,Finance,Specialist,PhD,Single,34224,5,9,4,4,No,3,No
3188,58,Female,Marketing,Manager,High School,Divorced,102266,17,1,3,1,No,2,No
3189,30,Female,HR,Engineer,Master,Married,102301,18,2,3,3,Yes,3,No
3190,51,Female,IT,Engineer,Master,Single,41989,2,1,4,4,No,4,Yes
3191,39,Male,IT,Executive,Bachelor,Divorced,93590,4,9,4,2,No,1,No
3192,40,Male,Marketing,Clerk,PhD,Single,17475,2,12,2,4,No,4,Yes
3193,20,Male,Sales,Manager,Bachelor,Married,119353,6,7,3,2,Yes,3,No
3194,59,Female,Sales,Engineer,Master,Married,131979,6,1,1,1,Yes,3,No
3195,51,Male,IT,Analyst,PhD,Married,91620,0,4,2,2,Yes,1,No
3196,49,Female,HR,Executive,Bachelor,Married,134086,12,3,1,1,Yes,3,No
3197,38,Female,Sales,Clerk,PhD,Single,85482,12,0,3,2,Yes,2,No
3198,38,Female,Finance,Clerk,Master,Single,56006,14,12,3,1,Yes,3,Yes
3199,28,Male,Operations,Executive,Master,Married,140044,18,6,2,2,Yes,2,Yes
3200,56,Male,Marketing,Clerk,Master,Single,149733,6,5,3,3,No,4,No
3201,21,Male,HR,Engineer,High School,Married,85463,16,9,1,1,No,1,No
3202,18,Female,Sales,Clerk,Bachelor,Married,124162,9,11,4,1,Yes,2,No
3203,45,Male,Operations,Manager,Bachelor,Divorced,21179,18,0,2,3,No,2,No
3204,41,Male,IT,Analyst,Master,Single,148526,17,8,4,1,Yes,1,No
3205,52,Female,Marketing,Engineer,Bachelor,Divorced,100407,7,11,4,4,No,2,No
3206,30,Female,Sales,Executive,Master,Married,51828,7,3,2,4,No,2,No
3207,51,Male,IT,Analyst,Bachelor,Divorced,128051,8,0,1,2,Yes,3,No
3208,28,Female,Sales,Specialist,PhD,Married,78975,12,7,3,4,No,4,No
3209,53,Male,Marketing,Engineer,Bachelor,Married,56738,12,0,3,2,Yes,4,No
3210,34,Female,Finance,Analyst,Master,Married,28119,1,1,2,2,Yes,2,Yes
3211,52,Female,Finance,Clerk,Bachelor,Single,38872,6,13,1,4,No,1,No
3212,35,Male,Operations,Specialist,PhD,Married,61152,6,4,2,3,Yes,3,No
3213,57,Female,IT,Executive,PhD,Married,104656,19,12,2,3,No,3,No
3214,39,Female,Finance,Executive,PhD,Single,49369,0,0,3,2,Yes,2,No
3215,41,Female,Marketing,Manager,Master,Single,44315,13,0,2,3,No,3,No
3216,36,Male,IT,Clerk,High School,Married,18843,5,14,1,1,No,1,No
3217,54,Female,Sales,Manager,Master,Single,63512,12,5,1,3,No,1,Yes
3218,56,Female,HR,Manager,PhD,Married,18675,0,13,1,1,Yes,2,Yes
3219,38,Male,Sales,Clerk,Bachelor,Divorced,92585,19,10,1,4,Yes,2,Yes
3220,25,Male,Marketing,Engineer,PhD,Single,48773,2,0,3,2,Yes,1,No
3221,45,Female,Operations,Specialist,High School,Divorced,75044,14,4,3,2,Yes,1,No
3222,22,Female,IT,Manager,High School,Married,15231,17,9,3,2,Yes,4,No
3223,34,Female,Sales,Analyst,PhD,Single,26845,9,10,3,3,Yes,1,Yes
3224,54,Male,IT,Specialist,Master,Single,37960,14,4,1,2,Yes,3,No
3225,53,Female,Finance,Engineer,High School,Married,98610,7,1,1,3,No,4,Yes
3226,36,Male,HR,Clerk,PhD,Single,118274,4,13,2,2,Yes,4,No
3227,44,Male,Marketing,Executive,Master,Single,24089,8,13,2,1,No,2,No
3228,51,Female,Sales,Engineer,Bachelor,Single,62635,0,10,3,3,No,2,No
3229,28,Female,HR,Manager,Master,Divorced,121647,18,2,2,1,No,1,Yes
3230,29,Male,Marketing,Analyst,High School,Married,65503,7,2,3,1,No,1,No
3231,38,Female,Marketing,Specialist,Master,Married,20524,4,2,3,4,No,2,No
3232,28,Female,Operations,Clerk,Master,Married,37201,17,2,3,4,Yes,3,No
3233,56,Male,Finance,Executive,Bachelor,Single,34817,8,10,4,1,Yes,2,No
3234,45,Female,Operations,Specialist,PhD,Single,32743,0,3,2,2,No,2,No
3235,22,Male,Operations,Analyst,Master,Single,138572,18,13,2,4,No,4,No
3236,34,Female,IT,Executive,Bachelor,Married,120736,13,9,3,4,No,2,No
3237,37,Male,IT,Clerk,High School,Divorced,31483,13,12,1,1,Yes,4,No
3238,58,Male,HR,Specialist,PhD,Married,127179,3,0,4,1,Yes,4,No
3239,29,Female,Finance,Engineer,High School,Married,34826,6,12,2,1,No,1,No
3240,23,Male,Marketing,Manager,PhD,Divorced,28196,19,3,1,3,No,4,No
3241,34,Male,Finance,Clerk,Master,Single,41496,10,3,3,3,Yes,2,No
3242,36,Female,Finance,Analyst,Master,Single,130274,1,14,3,3,Yes,2,No
3243,43,Female,HR,Engineer,PhD,Married,26159,17,7,2,3,Yes,2,No
3244,49,Female,IT,Specialist,High School,Divorced,42780,9,10,2,3,Yes,2,No
3245,23,Male,Finance,Executive,High School,Married,129943,0,3,4,3,No,4,No
3246,53,Male,Finance,Engineer,High School,Married,98920,13,4,2,4,Yes,4,No
3247,55,Male,Finance,Engineer,Master,Divorced,144427,9,3,4,3,No,3,Yes
3248,28,Female,Sales,Analyst,PhD,Divorced,50775,17,4,3,2,No,3,Yes
3249,50,Male,Finance,Manager,PhD,Single,112333,6,2,1,3,Yes,1,No
3250,41,Male,Finance,Engineer,High School,Married,68654,18,2,1,1,No,2,No
3251,40,Female,Marketing,Engineer,Master,Divorced,60170,3,7,4,2,Yes,1,No
3252,32,Male,Operations,Manager,PhD,Divorced,52880,13,11,4,3,No,4,No
3253,44,Female,Sales,Manager,PhD,Divorced,134589,8,13,2,3,No,4,No
3254,28,Female,Finance,Executive,High School,Divorced,66329,3,0,2,1,Yes,2,No
3255,34,Female,Operations,Specialist,High School,Married,82116,5,2,2,1,Yes,1,No
3256,31,Male,Finance,Executive,PhD,Married,116530,1,1,1,1,No,4,No
3257,44,Male,HR,Manager,Master,Married,137189,0,9,2,2,No,4,No
3258,35,Male,HR,Clerk,Bachelor,Divorced,20301,16,14,2,2,No,4,No
3259,45,Female,Operations,Manager,PhD,Single,104482,3,10,3,2,No,2,Yes
3260,21,Female,Sales,Executive,PhD,Divorced,39491,4,5,4,4,No,3,No
3261,24,Female,Marketing,Analyst,Master,Married,139191,17,7,2,4,Yes,3,No
3262,52,Male,Sales,Analyst,PhD,Married,131741,12,5,3,4,Yes,4,No
3263,26,Male,Sales,Specialist,Bachelor,Married,32328,19,3,1,2,Yes,2,No
3264,25,Male,HR,Engineer,Master,Single,105005,10,2,2,4,No,1,Yes
3265,34,Male,HR,Analyst,Bachelor,Single,23770,19,3,1,4,No,4,No
3266,34,Male,Marketing,Executive,Bachelor,Married,105273,0,12,1,1,Yes,2,No
3267,50,Female,Finance,Analyst,PhD,Divorced,137152,11,7,1,1,No,4,Yes
3268,49,Male,Marketing,Clerk,Bachelor,Married,69888,12,8,1,4,No,4,No
3269,25,Female,Finance,Manager,PhD,Married,146846,3,7,4,4,No,2,Yes
3270,36,Female,Operations,Manager,PhD,Single,80592,11,8,1,4,No,2,Yes
3271,55,Male,Operations,Executive,Master,Single,120530,5,7,3,4,No,4,No
3272,20,Female,IT,Engineer,Master,Single,47648,12,12,3,1,Yes,3,No
3273,22,Male,HR,Manager,Master,Single,145809,13,4,1,1,Yes,1,No
3274,30,Male,IT,Analyst,PhD,Married,15545,11,4,1,4,No,3,No
3275,48,Female,IT,Clerk,Bachelor,Divorced,67132,19,0,4,1,No,2,Yes
3276,33,Male,HR,Engineer,Bachelor,Married,52674,1,7,2,3,No,1,No
3277,49,Male,IT,Engineer,Master,Married,76486,11,10,1,1,No,1,No
3278,39,Female,Sales,Engineer,Master,Divorced,57373,5,1,3,1,Yes,4,No
3279,46,Female,Finance,Manager,PhD,Married,107527,3,5,3,4,Yes,3,No
3280,39,Female,Marketing,Specialist,High School,Divorced,135186,0,5,4,3,No,2,No
3281,20,Female,HR,Engineer,High School,Single,18388,7,11,3,2,No,2,No
3282,27,Female,Sales,Executive,PhD,Single,65564,7,9,3,1,No,1,No
3283,59,Female,Operations,Analyst,High School,Single,91357,11,3,1,3,No,3,Yes
3284,38,Male,Marketing,Specialist,High School,Divorced,81107,3,8,4,3,Yes,3,No
3285,33,Male,Marketing,Clerk,High School,Married,63877,15,2,3,4,No,2,No
3286,29,Male,Marketing,Analyst,Master,Single,97267,13,7,3,3,Yes,3,No
3287,19,Female,IT,Executive,Bachelor,Single,34049,13,1,4,4,No,1,No
3288,58,Male,IT,Executive,Bachelor,Married,111766,1,4,4,3,Yes,2,Yes
3289,41,Female,IT,Specialist,Master,Single,25691,16,12,3,2,No,4,No
3290,52,Male,IT,Analyst,Master,Single,72886,7,12,2,2,Yes,4,No
3291,47,Female,Sales,Manager,Master,Divorced,58860,6,14,1,4,No,1,No
3292,47,Male,IT,Executive,High School,Married,78791,12,14,3,2,Yes,3,No
3293,52,Female,HR,Engineer,PhD,Divorced,142273,10,14,3,1,No,2,No
3294,36,Female,Marketing,Clerk,PhD,Single,65521,18,5,1,4,No,1,No
3295,25,Female,Sales,Clerk,High School,Single,83595,18,1,3,3,Yes,2,No
3296,43,Female,Operations,Executive,High School,Married,43797,9,6,3,1,No,2,No
3297,57,Male,IT,Engineer,Master,Single,113354,10,14,4,4,Yes,1,Yes
3298,24,Male,Operations,Analyst,Master,Divorced,30410,15,10,3,4,No,4,No
3299,47,Female,Marketing,Clerk,Bachelor,Divorced,75780,7,10,2,4,Yes,2,Yes
3300,24,Female,Sales,Engineer,Master,Married,26495,1,4,4,4,Yes,2,Yes
3301,20,Female,Marketing,Engineer,High School,Married,58677,13,9,3,3,Yes,2,No
3302,18,Male,Operations,Manager,Bachelor,Single,28791,16,12,3,3,No,1,No
3303,53,Female,Sales,Executive,Master,Married,41965,16,3,1,2,Yes,1,No
3304,42,Female,Finance,Engineer,Bachelor,Married,97443,10,3,1,4,Yes,4,No
3305,54,Male,Sales,Analyst,Bachelor,Single,105766,0,1,2,2,No,2,No
3306,18,Female,IT,Clerk,Master,Single,117905,18,11,1,1,Yes,1,No
3307,32,Female,Operations,Manager,PhD,Divorced,142374,0,8,1,3,Yes,2,Yes
3308,54,Male,Marketing,Analyst,High School,Divorced,132877,3,0,2,4,Yes,4,No
3309,30,Female,Marketing,Clerk,High School,Married,99028,6,0,3,3,Yes,3,Yes
3310,57,Female,Marketing,Executive,Bachelor,Single,123434,19,3,1,1,No,3,No
3311,25,Male,HR,Analyst,PhD,Married,37840,0,2,1,2,Yes,3,Yes
3312,22,Female,HR,Clerk,PhD,Divorced,43638,10,8,2,3,No,4,No
3313,26,Male,IT,Manager,Master,Married,138144,12,12,1,3,Yes,1,No
3314,18,Female,Finance,Clerk,Master,Divorced,83870,2,6,4,4,Yes,2,No
